Month,SolarRad,TempOut,WindSpeed,OutHum,P_GEN_MAX
 12 ,47,9.6,12,93,0.003
 12 ,20,10.1,8,92,0.003
 12 ,0,9.6,10,95,0
 12 ,0,9.7,11,95,0
 12 ,0,9.8,11,94,0
 12 ,0,11,9,91,0
 12 ,0,11,7,87,0
 12 ,0,11.4,7,86,0
 12 ,0,10.4,5,86,0
 12 ,0,9.6,5,76,0
 12 ,0,9.1,4,76,0
 12 ,0,8.6,4,77,0
 12 ,0,8.2,4,76,0
 12 ,0,6.8,3,84,0
 12 ,0,6.6,4,87,0
 12 ,0,6.7,5,88,0
 12 ,0,7.2,5,86,0
 12 ,0,7.9,7,87,0
 12 ,0,8.6,8,85,0
 12 ,10,9.4,5,80,0
 12 ,56,9.3,5,81,0
 12 ,69,8.7,4,83,0.048
 12 ,187,10.1,4,79,0.089
 12 ,138,10,5,69,0.113
 12 ,117,10.3,4,66,0.089
 12 ,23,8.7,4,67,0.003
 12 ,4,7.8,1,73,0
 12 ,0,7.8,3,68,0
 12 ,0,6.7,4,77,0
 12 ,0,6.1,3,80,0
 12 ,0,5.7,4,80,0
 12 ,0,5.4,2,81,0
 12 ,0,5.6,3,80,0
 12 ,0,5.2,3,80,0
 12 ,0,4.6,2,82,0
 12 ,0,4.4,2,83,0
 12 ,0,3.8,2,85,0
 12 ,0,3.9,3,86,0
 12 ,0,4.2,3,89,0
 12 ,0,4.7,4,89,0
 12 ,0,5,6,90,0
 12 ,0,6,6,89,0
 12 ,3,6.8,8,90,0
 12 ,13,7.7,6,89,0
 12 ,42,8.3,6,89,0.004
 12 ,21,8.4,8,90,0.003
 12 ,32,9.2,11,89,0.014
 12 ,37,10.1,15,85,0.003
 12 ,27,9.9,16,87,0.021
 12 ,11,10.2,16,88,0.003
 12 ,0,10.2,16,90,0
 12 ,0,10.1,14,91,0
 12 ,0,10.2,14,92,0
 12 ,0,10.3,12,92,0
 12 ,0,10.2,9,95,0
 12 ,0,10.2,9,94,0
 12 ,0,10.9,14,91,0
 12 ,0,10.9,16,90,0
 12 ,0,10.9,17,90,0
 12 ,0,10.6,18,91,0
 12 ,0,10.6,18,92,0
 12 ,0,10.9,16,90,0
 12 ,0,10.6,11,92,0
 12 ,0,10.1,7,92,0
 12 ,0,8.7,4,90,0
 12 ,0,8,3,92,0
 12 ,0,8.4,5,89,0
 12 ,14,8.3,6,88,0
 12 ,48,8.8,6,87,0.003
 12 ,36,8.8,5,85,0.052
 12 ,53,8.8,5,84,0.055
 12 ,81,8.9,5,81,0.108
 12 ,51,6.4,4,86,0
 12 ,40,7.6,4,80,0.051
 12 ,2,6.6,3,85,0
 12 ,0,6.5,5,83,0
 12 ,0,6.4,5,83,0
 12 ,0,6.2,4,85,0
 12 ,0,5.8,4,87,0
 12 ,0,5.8,1,88,0
 12 ,0,6.6,4,84,0
 12 ,0,6.3,2,88,0
 12 ,0,5.3,3,93,0
 12 ,0,5.1,2,92,0
 12 ,0,4.8,1,94,0
 12 ,0,4.3,2,93,0
 12 ,0,3.8,2,92,0
 12 ,0,3.8,3,92,0
 12 ,0,4.1,3,89,0
 12 ,0,4,5,88,0
 12 ,0,4,6,88,0
 12 ,26,4.1,3,88,0
 12 ,37,4.3,4,88,0.06
 12 ,170,5.6,3,85,0.081
 12 ,138,6.2,4,84,0.131
 12 ,82,6.3,2,84,0.158
 12 ,74,6.8,4,84,0.064
 12 ,33,6,2,84,0.052
 12 ,2,5.5,0,90,0
 12 ,0,5.1,0,91,0
 12 ,0,5.5,1,87,0
 12 ,0,4.9,0,90,0
 12 ,0,4.5,0,92,0
 12 ,0,4.1,0,94,0
 12 ,0,4.3,0,94,0
 12 ,0,4.1,0,93,0
 12 ,0,3.8,0,95,0
 12 ,0,4,0,96,0
 12 ,0,4.4,0,95,0
 12 ,0,4.7,0,95,0
 12 ,0,4,0,94,0
 12 ,0,3.6,0,95,0
 12 ,0,3.5,0,95,0
 12 ,0,3.5,0,95,0
 12 ,0,3.2,0,95,0
 12 ,6,3.4,0,95,0
 12 ,59,4.1,0,94,0
 12 ,207,4.9,3,90,0.116
 12 ,255,5.8,3,86,0.087
 12 ,153,5.7,2,87,0.101
 12 ,141,6.5,1,83,0.112
 12 ,39,5.4,1,88,0.053
 12 ,3,3.8,1,91,0
 12 ,0,2.8,0,93,0
 12 ,0,2.5,0,94,0
 12 ,0,2.1,1,95,0
 12 ,0,2.5,0,95,0
 12 ,0,3.7,4,93,0
 12 ,0,4.5,2,94,0
 12 ,0,6.3,7,91,0
 12 ,0,6.9,8,91,0
 12 ,0,7.4,10,87,0
 12 ,0,7.2,11,86,0
 12 ,0,7.8,15,89,0
 12 ,0,8,14,94,0
 12 ,0,9,16,93,0
 12 ,0,9.7,9,95,0
 12 ,0,9.6,7,87,0
 12 ,0,9.6,6,86,0
 12 ,10,9.9,6,83,0
 12 ,22,10.2,7,74,0
 12 ,40,10.3,8,68,0.011
 12 ,48,9.3,7,77,0.026
 12 ,52,9.6,8,76,0.048
 12 ,53,9.1,6,79,0.003
 12 ,17,9.2,5,73,0.003
 12 ,4,8.3,5,80,0
 12 ,0,7.9,4,81,0
 12 ,0,7.8,4,78,0
 12 ,0,7.4,5,83,0
 12 ,0,7.8,5,85,0
 12 ,0,7.4,3,84,0
 12 ,0,7.1,4,82,0
 12 ,0,7,3,83,0
 12 ,0,2.3,0,91,0
 12 ,0,1.7,0,91,0
 12 ,0,1.2,1,92,0
 12 ,0,1.4,0,91,0
 12 ,0,1,0,92,0
 12 ,0,0.9,1,92,0
 12 ,0,1.3,1,92,0
 12 ,0,1.2,1,91,0
 12 ,0,1.1,1,92,0
 12 ,19,1.6,2,92,0
 12 ,57,2.8,1,89,0.195
 12 ,209,4.4,2,83,0.316
 12 ,239,5.8,2,78,0.623
 12 ,216,6.7,2,77,0.684
 12 ,148,7.3,1,73,0.619
 12 ,44,6.3,1,77,0.318
 12 ,3,5.1,1,82,0
 12 ,0,4.7,1,81,0
 12 ,0,3.7,3,86,0
 12 ,0,3,3,89,0
 12 ,0,2.9,2,90,0
 12 ,0,3.6,3,90,0
 12 ,0,5.1,6,88,0
 12 ,0,5.6,6,89,0
 12 ,0,6.2,7,88,0
 12 ,0,6.2,5,89,0
 12 ,0,6.9,6,88,0
 12 ,0,7.2,7,88,0
 12 ,0,7.6,8,87,0
 12 ,0,8.1,10,87,0
 12 ,0,8,8,89,0
 12 ,0,7.8,7,91,0
 12 ,0,8.6,10,89,0
 12 ,8,8.7,11,89,0
 12 ,20,8.6,8,90,0
 12 ,27,8.8,12,89,0.003
 12 ,35,8.6,12,91,0.037
 12 ,24,8.3,12,93,0.007
 12 ,39,9.2,10,92,0.003
 12 ,41,9.6,7,80,0.068
 12 ,4,8.7,5,81,0
 12 ,0,8.3,4,78,0
 12 ,0,7.7,3,82,0
 12 ,0,6.7,3,87,0
 12 ,0,6.2,3,89,0
 12 ,0,6.1,4,90,0
 12 ,0,5.7,5,92,0
 12 ,0,5.7,4,93,0
 12 ,0,5.4,1,93,0
 12 ,0,5.9,3,95,0
 12 ,0,6.9,4,94,0
 12 ,0,7.1,2,94,0
 12 ,0,7.7,3,92,0
 12 ,0,7.3,5,93,0
 12 ,0,7.3,4,93,0
 12 ,0,7.3,4,95,0
 12 ,0,8,6,93,0
 12 ,4,8.3,6,93,0
 12 ,55,8.7,9,91,0
 12 ,57,8.7,9,92,0.072
 12 ,66,8.6,9,93,0.062
 12 ,62,8.9,7,91,0.026
 12 ,21,8.5,7,88,0
 12 ,10,7.3,2,91,0.003
 12 ,0,6.8,2,94,0
 12 ,0,6.6,4,94,0
 12 ,0,6.4,4,94,0
 12 ,0,6,4,91,0
 12 ,0,5.8,4,89,0
 12 ,0,5.3,2,91,0
 12 ,0,4.6,2,92,0
 12 ,0,4.8,5,93,0
 1 ,0,5.5,6,93,0
 1 ,0,5.9,5,93,0
 1 ,0,6.3,6,90,0
 1 ,0,5.9,5,90,0
 1 ,0,5.8,4,92,0
 1 ,0,5.6,4,93,0
 1 ,0,6.2,4,93,0
 1 ,0,7,5,91,0
 1 ,0,7,5,92,0
 1 ,17,7.8,8,90,0
 1 ,46,7.9,8,90,0.003
 1 ,33,8.1,7,88,0.025
 1 ,41,7.9,7,89,0.023
 1 ,20,7.7,6,92,0.02
 1 ,15,7.9,8,92,0
 1 ,5,8.4,9,94,0.003
 1 ,0,8.9,11,94,0
 1 ,0,9.2,11,93,0
 1 ,0,9,10,93,0
 1 ,0,9.3,12,93,0
 1 ,0,9.8,10,91,0
 1 ,0,10.2,10,90,0
 1 ,0,10.2,10,91,0
 1 ,0,10.1,10,89,0
 1 ,0,9.9,8,91,0
 1 ,0,9.7,6,89,0
 1 ,0,8.7,6,89,0
 1 ,0,8.6,4,92,0
 1 ,0,8.7,6,93,0
 1 ,0,8.6,4,93,0
 1 ,0,8.5,2,91,0
 1 ,0,7.4,4,86,0
 1 ,0,7,2,89,0
 1 ,19,6.6,2,89,0
 1 ,106,7.8,4,87,0.052
 1 ,205,8.9,3,83,0.119
 1 ,238,9.8,3,78,0.119
 1 ,219,10.2,4,76,0.114
 1 ,155,10.3,3,74,0.096
 1 ,56,9.4,3,78,0.061
 1 ,11,8.7,4,80,0.003
 1 ,0,7.9,4,83,0
 1 ,0,7.4,6,87,0
 1 ,0,7.2,6,90,0
 1 ,0,8.1,7,91,0
 1 ,0,8,4,91,0
 1 ,0,8.5,5,90,0
 1 ,0,9,6,90,0
 1 ,0,9.1,6,91,0
 1 ,0,9.1,8,93,0
 1 ,0,9.1,10,94,0
 1 ,0,9.3,10,95,0
 1 ,0,9.7,7,93,0
 1 ,0,9.2,4,90,0
 1 ,0,9,3,91,0
 1 ,0,9.4,5,87,0
 1 ,0,9.7,5,87,0
 1 ,15,8.3,5,84,0
 1 ,54,8.1,5,89,0.027
 1 ,201,9.4,5,82,0.108
 1 ,130,9.7,5,81,0.108
 1 ,55,9.7,6,82,0.003
 1 ,33,7.2,7,85,0
 1 ,54,7.9,6,79,0.043
 1 ,5,7.4,5,79,0.003
 1 ,0,7.4,5,77,0
 1 ,0,6.8,6,77,0
 1 ,0,6.2,5,83,0
 1 ,0,6.4,5,80,0
 1 ,0,6.8,6,76,0
 1 ,0,7.7,7,68,0
 1 ,0,7.6,5,72,0
 1 ,0,6.5,5,83,0
 1 ,0,6.2,4,88,0
 1 ,0,7,3,85,0
 1 ,0,6.8,6,88,0
 1 ,0,6.9,2,89,0
 1 ,0,8.1,5,88,0
 1 ,0,7.9,8,86,0
 1 ,0,8.1,5,92,0
 1 ,0,8.4,7,89,0
 1 ,14,8.1,6,92,0
 1 ,42,8.4,4,88,0.003
 1 ,96,8.9,5,85,0.081
 1 ,43,8.9,7,87,0.019
 1 ,20,9.1,6,87,0.003
 1 ,50,9.4,9,85,0.003
 1 ,20,9.3,7,85,0
 1 ,0,8.8,5,87,0
 1 ,0,7.7,3,90,0
 1 ,0,6.3,3,92,0
 1 ,0,6.2,1,92,0
 1 ,0,6.2,1,90,0
 1 ,0,6,2,86,0
 1 ,0,5.2,2,87,0
 1 ,0,4.7,1,89,0
 1 ,0,4.3,1,89,0
 1 ,0,3.7,0,89,0
 1 ,0,3.3,1,91,0
 1 ,0,3.3,2,90,0
 1 ,0,3.4,2,89,0
 1 ,0,2.7,1,90,0
 1 ,0,2.3,0,91,0
 1 ,0,2.4,0,91,0
 1 ,0,2.1,0,91,0
 1 ,19,2.2,2,92,0
 1 ,69,3.2,1,90,0.09
 1 ,209,4.9,3,87,0.151
 1 ,143,5.9,3,84,0.21
